1899077,Virginia Westaway,F,Anthropology,2.18,International,False,Virginia_Westaway,Virginia_Westaway483
1899078,Walter Brocker,M,English,2.91,Native American/Alaska Native,True,Walter_Brocker,Walter_Brocker484
1899079,Mary Shadrick,F,Celtic Studies,3.39,Japanese,False,Mary_Shadrick,Mary_Shadrick485
1899080,Sieanna Babbel,F,Physics,4.0,Decline to State,True,Sieanna_Babbel,Sieanna_Babbel486
1899081,Lamar Caviness,M,Psychology,3.41,Vietnamese,True,Lamar_Caviness,Lamar_Caviness487
1899082,Piper Hull,F,Rhetoric,2.02,Japanese,False,Piper_Hull,Piper_Hull488
1899083,Kelly Schwalenberg,F,Interdisciplinary Studies,3.31,South Asian,True,Kelly_Schwalenberg,Kelly_Schwalenberg489
1899084,Bonnie Pason,F,Economics,3.76,Vietnamese,True,Bonnie_Pason,Bonnie_Pason490
1899085,Audrey Guider,F,Film,2.0,Mexican American/Chicano,False,Audrey_Guider,Audrey_Guider491
1899086,Johnie Curfman,M,Computer Science,2.65,Korean,False,Johnie_Curfman,Johnie_Curfman492
1899087,Sean Sego,M,Cognitive Science,3.6,Korean,False,Sean_Sego,Sean_Sego493
1899088,Dixie Mormile,F,Ethnic Studies,2.4,International,True,Dixie_Mormile,Dixie_Mormile494
1899089,Daniel Guilianelli,M,Philosophy,2.28,Japanese,False,Daniel_Guilianelli,Daniel_Guilianelli495
1899090,Cynthia Conde,F,Computer Science,2.4,White,True,Cynthia_Conde,Cynthia_Conde496
1899091,Jessica Gascot,F,EECS,2.89,African American/Black,True,Jessica_Gascot,Jessica_Gascot497
1899092,Patrick Henwood,M,Chicano Studies,3.98,Chinese,True,Patrick_Henwood,Patrick_Henwood498
1899093,Barbara Marcella,F,Environmental Sciences,3.54,Korean,True,Barbara_Marcella,Barbara_Marcella499
1899094,Marlene Declouette,F,Cognitive Science,2.08,Korean,True,Marlene_Declouette,Marlene_Declouette500
1899095,Dolly Sanluis,F,French,3.39,Japanese,False,Dolly_Sanluis,Dolly_Sanluis501
1899096,Cooper Blonigan,M,Energy Engineering,3.47,International,True,Cooper_Blonigan,Cooper_Blonigan502
1899097,Erik Mandahl,M,Environmental Sciences,2.38,Japanese,False,Erik_Mandahl,Erik_Mandahl503
1899098,Cindy Hopple,F,Comparative Literature,3.96,Other Asian,False,Cindy_Hopple,Cindy_Hopple504
1899099,Conall Boruff,M,Middle Eastern Studies,2.67,International,True,Conall_Boruff,Conall_Boruff505
1899100,Ethel Sembrat,F,Middle Eastern Studies,2.75,South Asian,True,Ethel_Sembrat,Ethel_Sembrat506
1899101,Andrea Norlund,F,Native American Studies,2.65,African American/Black,False,Andrea_Norlund,Andrea_Norlund507
1899102,James Algire,M,South & SE Asian Studies,2.81,Fillipino,True,James_Algire,James_Algire508
1899103,Theresa Homma,F,Geology,2.67,African American/Black,True,Theresa_Homma,Theresa_Homma509
1899104,Bernice Appleby,F,Biology,2.24,Fillipino,True,Bernice_Appleby,Bernice_Appleby510
1899105,Janet Erlich,F,Peace & Conflict Studies,2.91,African American/Black,False,Janet_Erlich,Janet_Erlich511
1899106,Allison Moehn,F,Peace & Conflict Studies,2.63,White,True,Allison_Moehn,Allison_Moehn512
1899107,Harold Wehbe,M,Latin American Studies,2.61,South Asian,True,Harold_Wehbe,Harold_Wehbe513
1899108,Josephine Driggars,F,Geology,2.77,Vietnamese,True,Josephine_Driggars,Josephine_Driggars514
1899109,Michael Wolny,M,Urban Studies,2.48,South Asian,False,Michael_Wolny,Michael_Wolny515
1899110,John Marcella,M,Nuclear Engineering,2.36,White,True,John_Marcella,John_Marcella516
1899111,Jennifer Egnor,F,Cognitive Science,2.99,Fillipino,False,Jennifer_Egnor,Jennifer_Egnor517
1899112,James Pennisi,M,Civil Engineering,2.18,Mexican American/Chicano,True,James_Pennisi,James_Pennisi518
1899113,Adam Goldsboro,M,Art,3.33,African American/Black,True,Adam_Goldsboro,Adam_Goldsboro519
1899114,Julie Vietzke,F,Industrial Eng & Ops Rsch,2.81,Japanese,False,Julie_Vietzke,Julie_Vietzke520
1899115,James Otsman,M,Nutritional Science,2.53,Japanese,True,James_Otsman,James_Otsman521
1899116,Donna Birley,F,Anthropology,2.38,Native American/Alaska Native,True,Donna_Birley,Donna_Birley522
1899117,David Saracino,M,L&S Legal Studies,3.66,African American/Black,False,David_Saracino,David_Saracino523
1899118,Patty Thornhill,F,African American Studies,4.0,Native American/Alaska Native,False,Patty_Thornhill,Patty_Thornhill524
1899119,Lee Gratton,F,Statistics,3.54,Vietnamese,False,Lee_Gratton,Lee_Gratton525
1899120,Marvin Schempp,M,Chicano Studies,4.0,Other Asian,False,Marvin_Schempp,Marvin_Schempp526
1899121,Paul Lipe,M,South & SE Asian Studies,3.58,Other Asian,True,Paul_Lipe,Paul_Lipe527
1899122,Donald Amazan,M,African American Studies,2.42,Other Asian,True,Donald_Amazan,Donald_Amazan528
1899123,Michael Crooker,M,Media Studies,3.82,Fillipino,False,Michael_Crooker,Michael_Crooker529
1899124,Trace Zampella,M,French,2.24,Mexican American/Chicano,False,Trace_Zampella,Trace_Zampella530
1899125,Diana Blatt,F,EECS,2.2,White,True,Diana_Blatt,Diana_Blatt531
1899126,Monica Namey,F,Statistics,2.81,Fillipino,False,Monica_Namey,Monica_Namey532
1899127,Christine Nowlan,F,Business Administration,3.35,Decline to State,False,Christine_Nowlan,Christine_Nowlan533
1899128,Cassidy Fralin,F,Comparative Literature,3.94,International,True,Cassidy_Fralin,Cassidy_Fralin534
1899129,Micheal Albang,M,Comparative Literature,2.1,International,True,Micheal_Albang,Micheal_Albang535
1899130,Tom South,M,Latin American Studies,2.22,Pacific Islander,True,Tom_South,Tom_South536
1899131,Beth Grissom,F,German,2.71,International,True,Beth_Grissom,Beth_Grissom537
1899132,Joshua Standors,M,Mechanical Engineering,2.57,Pacific Islander,False,Joshua_Standors,Joshua_Standors538
1899133,Hazel Wrobliski,F,Art,3.33,Other Hispanic/Latino,False,Hazel_Wrobliski,Hazel_Wrobliski539
1899134,Evan Roering,M,Civil Engineering,3.82,Japanese,False,Evan_Roering,Evan_Roering540
1899135,Michele Sokal,F,L&S Environmental Sciences,3.9,Decline to State,True,Michele_Sokal,Michele_Sokal541
1899136,Emmett Lermon,M,Nutritional Science,2.0,Fillipino,False,Emmett_Lermon,Emmett_Lermon542
1899137,Abigail Raschko,F,EECS,2.48,Native American/Alaska Native,False,Abigail_Raschko,Abigail_Raschko543
1899138,Hailey Imfeld,F,Economics,2.67,Japanese,True,Hailey_Imfeld,Hailey_Imfeld544
1899139,Eduardo Dubeau,M,Mathematics,2.79,Other Asian,False,Eduardo_Dubeau,Eduardo_Dubeau545
1899140,Anissa Delpozo,F,Urban Studies,2.08,Mexican American/Chicano,False,Anissa_Delpozo,Anissa_Delpozo546
1899141,Joshua Szafran,M,Interdisciplinary Studies,2.04,African American/Black,False,Joshua_Szafran,Joshua_Szafran547
1899142,Leslee Guernsey,F,Economics,3.25,Other Asian,True,Leslee_Guernsey,Leslee_Guernsey548
1899143,Jeannette Floerchinger,F,Bioengineering,3.05,International,False,Jeannette_Floerchinger,Jeannette_Floerchinger549
1899144,Norman Rosal,M,Linguistics,3.98,Chinese,True,Norman_Rosal,Norman_Rosal550
1899145,Jenny Remaly,F,Philosophy,3.6,Native American/Alaska Native,True,Jenny_Remaly,Jenny_Remaly551
1899146,Ruth Raysor,F,Native American Studies,2.4,Pacific Islander,True,Ruth_Raysor,Ruth_Raysor552
1899147,Mattie Lattner,F,Gender & Womens Studies,2.2,White,False,Mattie_Lattner,Mattie_Lattner553
1899148,Gertrude Bundschuh,F,Music,3.74,White,True,Gertrude_Bundschuh,Gertrude_Bundschuh554
1899149,Deirdre Mcclendon,F,Asian Studies,3.56,African American/Black,False,Deirdre_Mcclendon,Deirdre_Mcclendon555
1899150,Linda Leacock,F,Film,2.24,Japanese,False,Linda_Leacock,Linda_Leacock556
1899151,Anthony Kuehnhold,M,L&S Public Health,2.73,Decline to State,False,Anthony_Kuehnhold,Anthony_Kuehnhold557
1899152,Jaxen Mccoard,M,Sociology,2.83,South Asian,False,Jaxen_Mccoard,Jaxen_Mccoard558
1899153,Howard Koschnitzki,M,English,2.95,Chinese,False,Howard_Koschnitzki,Howard_Koschnitzki559
1899154,Stephan Derendal,M,Chemistry,3.31,Chinese,False,Stephan_Derendal,Stephan_Derendal560
1899155,Jane Gorman,F,Architecture,3.74,Fillipino,False,Jane_Gorman,Jane_Gorman561
1899156,Barry Napolitano,M,Rhetoric,2.89,Vietnamese,True,Barry_Napolitano,Barry_Napolitano562
1899157,Michael Gamewell,M,L&S Legal Studies,3.76,International,True,Michael_Gamewell,Michael_Gamewell563
1899158,Sean Fleenor,M,Biology,2.44,International,True,Sean_Fleenor,Sean_Fleenor564
1899159,Robyn Jarvi,F,Film,3.7,White,True,Robyn_Jarvi,Robyn_Jarvi565
1899160,Bob Menifee,M,Rhetoric,2.81,Other Asian,False,Bob_Menifee,Bob_Menifee566
1899161,Owen Stickland,M,Business Administration,3.01,Chinese,False,Owen_Stickland,Owen_Stickland567
1899162,Austin Sarjeant,M,English,3.49,White,True,Austin_Sarjeant,Austin_Sarjeant568
1899163,Robert Zarillo,M,English,2.97,Vietnamese,False,Robert_Zarillo,Robert_Zarillo569
1899164,Emily Nutt,F,Italian Studies,2.73,White,False,Emily_Nutt,Emily_Nutt570
1899165,Lenard Parish,M,Philosophy,3.52,White,False,Lenard_Parish,Lenard_Parish571
1899166,Eric Conteh,M,Native American Studies,2.48,Chinese,False,Eric_Conteh,Eric_Conteh572
1899167,Courtney Coachman,F,Philosophy,3.43,International,False,Courtney_Coachman,Courtney_Coachman573
1899168,Liam Masudi,M,Chinese Language,2.06,Pacific Islander,True,Liam_Masudi,Liam_Masudi574
1899169,Paul Goldfischer,M,Mathematics,3.68,Japanese,False,Paul_Goldfischer,Paul_Goldfischer575
1899170,Marshall Bonneau,M,Geography,3.98,Decline to State,False,Marshall_Bonneau,Marshall_Bonneau576
1899171,Janet Colone,F,Celtic Studies,2.57,Native American/Alaska Native,True,Janet_Colone,Janet_Colone577
1899172,Paul Lawrenz,M,Bioengineering,2.4,Mexican American/Chicano,True,Paul_Lawrenz,Paul_Lawrenz578
1899173,Janet Hairfield,F,Biology,3.29,African American/Black,True,Janet_Hairfield,Janet_Hairfield579
1899174,Dorthey Kostick,F,Physics,2.97,Fillipino,True,Dorthey_Kostick,Dorthey_Kostick580
1899175,Charles Fouts,M,Development Studies,2.26,African American/Black,False,Charles_Fouts,Charles_Fouts581
1899176,Rachel Loken,F,Chemical Engineering,2.18,Vietnamese,True,Rachel_Loken,Rachel_Loken582
1899177,Shawn Nattiah,M,Biology,2.16,International,True,Shawn_Nattiah,Shawn_Nattiah583
1899178,Madison Horrocks,F,Political Science,3.25,Native American/Alaska Native,True,Madison_Horrocks,Madison_Horrocks584
1899179,Susie Reinhard,F,Middle Eastern Studies,2.93,African American/Black,False,Susie_Reinhard,Susie_Reinhard585
1899180,Monty Kollmorgen,F,Art,3.88,Mexican American/Chicano,True,Monty_Kollmorgen,Monty_Kollmorgen586
1899181,Melissa Vanhamersveld,F,French,2.69,Decline to State,True,Melissa_Vanhamersveld,Melissa_Vanhamersveld587
1899182,Michael Branski,M,Nutritional Science,3.23,Japanese,True,Michael_Branski,Michael_Branski588
1899183,Wanda Tewell,F,Sustainable Environ Dsgn,3.54,Other Asian,True,Wanda_Tewell,Wanda_Tewell589
1899184,Melvin Rosenberry,M,Ethnic Studies,3.74,Other Asian,False,Melvin_Rosenberry,Melvin_Rosenberry590
1899185,Jesse Naborg,M,Cognitive Science,2.99,African American/Black,False,Jesse_Naborg,Jesse_Naborg591
1899186,Rosebella Lagunas,F,Dutch Studies,2.61,Chinese,False,Rosebella_Lagunas,Rosebella_Lagunas592
1899187,Gary Thibideau,M,Rhetoric,3.7,Other Hispanic/Latino,False,Gary_Thibideau,Gary_Thibideau593
1899188,Milton Rieder,M,French,2.48,Korean,False,Milton_Rieder,Milton_Rieder594
1899189,Maxwell Destine,M,Business Administration,3.47,Decline to State,True,Maxwell_Destine,Maxwell_Destine595
1899190,Joanne Dusen,F,Greek,2.99,Fillipino,True,Joanne_Dusen,Joanne_Dusen596
1899191,Gary Wadzinski,M,Physics,3.86,Other Hispanic/Latino,False,Gary_Wadzinski,Gary_Wadzinski597
1899192,Howell Barbo,M,Urban Studies,3.8,Other Hispanic/Latino,False,Howell_Barbo,Howell_Barbo598
1899193,Joaquin Liesch,M,Anthropology,3.19,Decline to State,False,Joaquin_Liesch,Joaquin_Liesch599
1899194,Hussein Sardinas,M,Geography,2.99,Other Asian,False,Hussein_Sardinas,Hussein_Sardinas600
1899195,Marie Lautaret,F,Psychology,2.91,Pacific Islander,False,Marie_Lautaret,Marie_Lautaret601
1899196,Claudia Masteller,F,Economics,2.26,Mexican American/Chicano,False,Claudia_Masteller,Claudia_Masteller602
1899197,Kristie Outman,F,Music,2.85,Native American/Alaska Native,False,Kristie_Outman,Kristie_Outman603
1899198,Scot Trifone,M,Music,2.77,African American/Black,True,Scot_Trifone,Scot_Trifone604
1899199,Beatrice Luechtefeld,F,Spanish-Spanish Lang & Lit,3.8,White,False,Beatrice_Luechtefeld,Beatrice_Luechtefeld605
1899200,Cordell Karow,M,Statistics,3.45,Native American/Alaska Native,True,Cordell_Karow,Cordell_Karow606
1899201,Robert Kalen,M,L&S Legal Studies,3.15,Japanese,True,Robert_Kalen,Robert_Kalen607
1899202,Michael Liuzzi,M,South & SE Asian Studies,3.9,Mexican American/Chicano,False,Michael_Liuzzi,Michael_Liuzzi608
1899203,Ronald Braunberger,M,Native American Studies,4.0,Vietnamese,False,Ronald_Braunberger,Ronald_Braunberger609
1899204,Walter Hege,M,Dutch Studies,3.8,Fillipino,True,Walter_Hege,Walter_Hege610
1899205,Jean Sais,F,Chemistry,3.43,Chinese,False,Jean_Sais,Jean_Sais611
1899206,Sandra Dotstry,F,Theater & Perf Studies,3.49,South Asian,False,Sandra_Dotstry,Sandra_Dotstry612
1899207,Kody Keedah,M,Spanish-Spanish Lang & Lit,2.61,Mexican American/Chicano,False,Kody_Keedah,Kody_Keedah613
1899208,Edythe Evanich,F,Mathematics,2.04,Decline to State,False,Edythe_Evanich,Edythe_Evanich614
1899209,Nicholas Borys,M,Rhetoric,2.95,Japanese,False,Nicholas_Borys,Nicholas_Borys615
1899210,Valentino Aprea,M,History,3.98,Chinese,False,Valentino_Aprea,Valentino_Aprea616
1899211,Billie Starritt,F,Cognitive Science,2.36,Other Asian,True,Billie_Starritt,Billie_Starritt617
1899212,Martha Mordini,F,Statistics,2.67,African American/Black,False,Martha_Mordini,Martha_Mordini618
1899213,Phyllis Chauarria,F,Economics,2.79,Vietnamese,True,Phyllis_Chauarria,Phyllis_Chauarria619
1899214,Kellie Luzader,F,Bioengineering,2.91,Decline to State,False,Kellie_Luzader,Kellie_Luzader620
1899215,Daryn Hildenbrand,M,Biology,2.48,Chinese,False,Daryn_Hildenbrand,Daryn_Hildenbrand621
1899216,Jane Hauch,F,Interdisciplinary Studies,2.3,Vietnamese,True,Jane_Hauch,Jane_Hauch622
1899217,Marie Crandal,F,French,2.73,Other Asian,False,Marie_Crandal,Marie_Crandal623
1899218,Joseph Narvaiz,M,Industrial Eng & Ops Rsch,3.56,White,False,Joseph_Narvaiz,Joseph_Narvaiz624
1899219,Elaine Tuma,F,Energy Engineering,3.86,Vietnamese,False,Elaine_Tuma,Elaine_Tuma625
1899220,Esmeralda Gunther,F,Greek,2.2,International,False,Esmeralda_Gunther,Esmeralda_Gunther626
1899221,Debora Alcide,F,Greek,3.86,African American/Black,True,Debora_Alcide,Debora_Alcide627
1899222,Sarah Muehlman,F,Interdisciplinary Studies,2.61,Fillipino,True,Sarah_Muehlman,Sarah_Muehlman628
1899223,Minnie Fabela,F,Philosophy,3.9,Other Hispanic/Latino,False,Minnie_Fabela,Minnie_Fabela629
1899224,Kristy Kaaihue,F,Chemistry,2.02,International,False,Kristy_Kaaihue,Kristy_Kaaihue630
1899225,Sam Helbling,M,Cognitive Science,3.74,White,True,Sam_Helbling,Sam_Helbling631
1899226,Betty Bicksler,F,Theater & Perf Studies,2.18,Vietnamese,False,Betty_Bicksler,Betty_Bicksler632
1899227,Cameron Citrino,M,Psychology,2.73,Korean,True,Cameron_Citrino,Cameron_Citrino633
1899228,Howard Baier,M,Comparative Literature,2.22,Pacific Islander,True,Howard_Baier,Howard_Baier634
1899229,Rylie Earls,F,Chemistry,3.68,White,True,Rylie_Earls,Rylie_Earls635
1899230,Joanna Lysher,F,Greek,2.3,Native American/Alaska Native,False,Joanna_Lysher,Joanna_Lysher636
1899231,Tyler Westervelt,M,Chinese Language,2.06,White,True,Tyler_Westervelt,Tyler_Westervelt637
1899232,Carolyn Saile,F,Rhetoric,2.63,Chinese,True,Carolyn_Saile,Carolyn_Saile638
1899233,Angela Laster,F,Architecture,3.92,Japanese,True,Angela_Laster,Angela_Laster639
1899234,Alvino Hileman,M,Peace & Conflict Studies,2.02,South Asian,True,Alvino_Hileman,Alvino_Hileman640
1899235,Alicia Delusia,F,English,2.87,African American/Black,True,Alicia_Delusia,Alicia_Delusia641
1899236,Margaret Daleus,F,Sociology,2.12,Fillipino,False,Margaret_Daleus,Margaret_Daleus642
1899237,Elizabeth Machle,F,Business Administration,2.97,Pacific Islander,False,Elizabeth_Machle,Elizabeth_Machle643
1899238,Lisa Trippett,F,Architecture,2.46,Mexican American/Chicano,True,Lisa_Trippett,Lisa_Trippett644
1899239,Charles Bustard,M,L&S Legal Studies,2.67,Native American/Alaska Native,True,Charles_Bustard,Charles_Bustard645
1899240,Lawrence Gundy,M,Italian Studies,2.97,Vietnamese,False,Lawrence_Gundy,Lawrence_Gundy646
1899241,Kent Selia,M,Greek,2.06,Decline to State,False,Kent_Selia,Kent_Selia647
1899242,Eileen Salverson,F,Biology,3.41,Fillipino,False,Eileen_Salverson,Eileen_Salverson648
1899243,Adrian Dubord,M,Music,3.45,Pacific Islander,True,Adrian_Dubord,Adrian_Dubord649
1899244,Donna Boldue,F,Chinese Language,3.9,Mexican American/Chicano,True,Donna_Boldue,Donna_Boldue650
1899245,Savannah Greenlun,F,Dutch Studies,2.36,Korean,True,Savannah_Greenlun,Savannah_Greenlun651
1899246,Brandon Purtill,M,African American Studies,3.07,Vietnamese,True,Brandon_Purtill,Brandon_Purtill652
1899247,Denise Vosquez,F,Psychology,3.9,Japanese,False,Denise_Vosquez,Denise_Vosquez653
1899248,Norman Gecan,M,American Studies,2.99,Other Hispanic/Latino,True,Norman_Gecan,Norman_Gecan654
1899249,Franklin Coombe,M,Music,2.67,African American/Black,False,Franklin_Coombe,Franklin_Coombe655
1899250,Pauline Brandenberger,F,South & SE Asian Studies,2.95,Other Asian,False,Pauline_Brandenberger,Pauline_Brandenberger656
1899251,Margaret Goller,F,Media Studies,3.01,Other Asian,False,Margaret_Goller,Margaret_Goller657
1899252,Erika Plesnarski,F,Middle Eastern Studies,2.48,African American/Black,True,Erika_Plesnarski,Erika_Plesnarski658
1899253,Charlotte Joshua,F,Biology,3.23,Korean,True,Charlotte_Joshua,Charlotte_Joshua659
1899254,Sandra Preisel,F,Latin American Studies,3.98,Korean,True,Sandra_Preisel,Sandra_Preisel660
1899255,Christina Noblin,F,Film,2.04,Vietnamese,True,Christina_Noblin,Christina_Noblin661
1899256,Beverly Leuters,F,South & SE Asian Studies,3.31,African American/Black,False,Beverly_Leuters,Beverly_Leuters662
1899257,Ethel Pajak,F,Spanish-Spanish Lang & Lit,3.64,Mexican American/Chicano,True,Ethel_Pajak,Ethel_Pajak663
1899258,Marie Goolia,F,L&S Public Health,2.42,Vietnamese,False,Marie_Goolia,Marie_Goolia664
1899259,Brady Bill,M,Bioengineering,3.29,Other Asian,False,Brady_Bill,Brady_Bill665
1899260,Mayra Stufflebeam,F,Bioengineering,3.72,International,False,Mayra_Stufflebeam,Mayra_Stufflebeam666
1899261,Myrtice Mosler,F,Italian Studies,2.93,African American/Black,False,Myrtice_Mosler,Myrtice_Mosler667
1899262,Lucille Cossey,F,Architecture,3.52,Native American/Alaska Native,True,Lucille_Cossey,Lucille_Cossey668
1899263,Edward Golie,M,English,2.26,Korean,False,Edward_Golie,Edward_Golie669
1899264,Maurice Adey,M,Spanish-Spanish Lang & Lit,2.32,White,True,Maurice_Adey,Maurice_Adey670
1899265,Sandra Washurn,F,South & SE Asian Studies,3.96,Other Hispanic/Latino,True,Sandra_Washurn,Sandra_Washurn671
1899266,Malachi Chua,M,Italian Studies,3.05,White,True,Malachi_Chua,Malachi_Chua672
1899267,Dolores Stock,F,Political Science,3.31,Other Asian,True,Dolores_Stock,Dolores_Stock673
1899268,Stella Weins,F,EECS,2.24,White,False,Stella_Weins,Stella_Weins674
1899269,Jordan Yalon,M,Middle Eastern Studies,3.8,Fillipino,False,Jordan_Yalon,Jordan_Yalon675
1899270,Carl Gell,F,Industrial Eng & Ops Rsch,3.35,International,True,Carl_Gell,Carl_Gell676
1899271,Raymond Chiappinelli,M,Italian Studies,3.41,Korean,True,Raymond_Chiappinelli,Raymond_Chiappinelli677
1899272,Lilian Dison,F,Theater & Perf Studies,3.47,Native American/Alaska Native,False,Lilian_Dison,Lilian_Dison678
1899273,Selena Duchene,F,South & SE Asian Studies,3.66,Other Asian,True,Selena_Duchene,Selena_Duchene679
1899274,Virginia Crabbs,F,Civil Engineering,2.81,South Asian,False,Virginia_Crabbs,Virginia_Crabbs680
1899275,Evelyn Stetzenbach,F,French,3.8,Native American/Alaska Native,True,Evelyn_Stetzenbach,Evelyn_Stetzenbach681
1899276,David Duda,M,Civil Engineering,3.82,Fillipino,True,David_Duda,David_Duda682
1899277,Virginia Dicioccio,F,Energy Engineering,3.15,Fillipino,True,Virginia_Dicioccio,Virginia_Dicioccio683
1899278,Thomas Koers,M,Sustainable Environ Dsgn,2.59,International,False,Thomas_Koers,Thomas_Koers684
1899279,Melinda Bradica,F,Celtic Studies,2.14,Mexican American/Chicano,False,Melinda_Bradica,Melinda_Bradica685
1899280,Connie Kalchik,F,Linguistics,2.42,Decline to State,False,Connie_Kalchik,Connie_Kalchik686
1899281,Kaeden Horovitz,M,Ethnic Studies,3.96,African American/Black,False,Kaeden_Horovitz,Kaeden_Horovitz687
1899282,Preston Fierst,M,Interdisciplinary Studies,2.32,Chinese,True,Preston_Fierst,Preston_Fierst688
1899283,Rebecca Lodato,F,Mechanical Engineering,2.04,International,False,Rebecca_Lodato,Rebecca_Lodato689
1899284,Cheree Quaresma,F,EECS,2.75,Chinese,True,Cheree_Quaresma,Cheree_Quaresma690
1899285,Jean Style,F,Nuclear Engineering,3.98,Mexican American/Chicano,False,Jean_Style,Jean_Style691
1899286,Elizabeth Colclasure,F,Development Studies,3.37,Other Hispanic/Latino,False,Elizabeth_Colclasure,Elizabeth_Colclasure692
1899287,Susan Laszlo,F,Chicano Studies,2.36,Other Asian,True,Susan_Laszlo,Susan_Laszlo693
1899288,Charles Wilusz,M,Chemistry,2.89,Decline to State,True,Charles_Wilusz,Charles_Wilusz694
1899289,Helen Heston,F,Civil Engineering,3.35,Other Asian,False,Helen_Heston,Helen_Heston695
1899290,Margaret Colbath,F,Middle Eastern Studies,2.97,Other Hispanic/Latino,False,Margaret_Colbath,Margaret_Colbath696
1899291,Alec Hinsch,M,Linguistics,3.84,Japanese,True,Alec_Hinsch,Alec_Hinsch697
1899292,Noah Brauchla,M,Sustainable Environ Dsgn,3.92,Fillipino,True,Noah_Brauchla,Noah_Brauchla698
1899293,Moses Bustillos,M,Latin American Studies,3.64,Vietnamese,False,Moses_Bustillos,Moses_Bustillos699
1899294,Kylie Mccuaig,F,Urban Studies,2.08,Fillipino,True,Kylie_Mccuaig,Kylie_Mccuaig700
1899295,James Erdos,M,Sustainable Environ Dsgn,2.14,Fillipino,False,James_Erdos,James_Erdos701
1899296,Amika Opaka,F,Chemistry,2.55,Pacific Islander,True,Amika_Opaka,Amika_Opaka702
1899297,Lindsey Lapeyrouse,F,South & SE Asian Studies,2.32,Other Asian,False,Lindsey_Lapeyrouse,Lindsey_Lapeyrouse703
1899298,Gordon Fauble,M,Sustainable Environ Dsgn,3.35,Vietnamese,False,Gordon_Fauble,Gordon_Fauble704
1899299,Hannah Herson,F,German,2.63,African American/Black,False,Hannah_Herson,Hannah_Herson705
1899300,Marissa Kalland,F,Greek,2.02,Native American/Alaska Native,True,Marissa_Kalland,Marissa_Kalland706
1899301,Dale Waananen,M,Economics,2.89,Other Asian,False,Dale_Waananen,Dale_Waananen707
1899302,Rochelle Devenuto,F,Art,3.07,South Asian,True,Rochelle_Devenuto,Rochelle_Devenuto708
1899303,Anthony Rickenbach,M,Rhetoric,2.79,Pacific Islander,True,Anthony_Rickenbach,Anthony_Rickenbach709
1899304,Alfreda Fiveash,F,Interdisciplinary Studies,3.7,Vietnamese,False,Alfreda_Fiveash,Alfreda_Fiveash710
1899305,Geneva Buys,F,Business Administration,2.08,White,False,Geneva_Buys,Geneva_Buys711
1899306,Ernest Gibeau,M,Native American Studies,3.76,Pacific Islander,True,Ernest_Gibeau,Ernest_Gibeau712
1899307,Emily Wickus,F,Biology,3.07,Chinese,True,Emily_Wickus,Emily_Wickus713
1899308,Keith Helweg,M,Geography,2.26,Vietnamese,True,Keith_Helweg,Keith_Helweg714
1899309,Mark Salsman,M,Political Science,3.09,White,False,Mark_Salsman,Mark_Salsman715
1899310,Bridget Moeck,F,Nuclear Engineering,3.35,International,True,Bridget_Moeck,Bridget_Moeck716
1899311,Edward Delea,M,Mathematics,2.81,Fillipino,True,Edward_Delea,Edward_Delea717
1899312,Andrew Carlton,M,EECS,2.91,Decline to State,False,Andrew_Carlton,Andrew_Carlton718
1899313,Diane Thoren,F,Art,2.63,Other Asian,True,Diane_Thoren,Diane_Thoren719
1899314,Joel Hsieh,M,Ethnic Studies,3.03,White,True,Joel_Hsieh,Joel_Hsieh720
1899315,Kammie Kurnik,F,Media Studies,2.28,African American/Black,False,Kammie_Kurnik,Kammie_Kurnik721
1899316,Edward Puryear,M,Peace & Conflict Studies,3.17,Other Hispanic/Latino,False,Edward_Puryear,Edward_Puryear722
1899317,Daniel Leymeister,M,Industrial Eng & Ops Rsch,3.43,South Asian,False,Daniel_Leymeister,Daniel_Leymeister723
1899318,Kaitlyn Lynam,F,Anthropology,3.33,Other Hispanic/Latino,False,Kaitlyn_Lynam,Kaitlyn_Lynam724
1899319,Donald Redwood,M,Sustainable Environ Dsgn,2.02,Japanese,False,Donald_Redwood,Donald_Redwood725
1899320,Roscoe Culliver,M,Environmental Sciences,3.56,Decline to State,True,Roscoe_Culliver,Roscoe_Culliver726
1899321,Julie Henein,F,Theater & Perf Studies,3.25,International,True,Julie_Henein,Julie_Henein727
1899322,Madison Ensz,F,Comparative Literature,3.05,Native American/Alaska Native,False,Madison_Ensz,Madison_Ensz728
1899323,Henry Alsop,M,Cognitive Science,3.41,African American/Black,False,Henry_Alsop,Henry_Alsop729
1899324,Rebecca Jolina,F,Environmental Sciences,2.79,Chinese,True,Rebecca_Jolina,Rebecca_Jolina730
1899325,Miguel Petrouits,M,Dutch Studies,3.62,Other Asian,True,Miguel_Petrouits,Miguel_Petrouits731
1899326,Cora Oday,F,Italian Studies,3.01,Pacific Islander,False,Cora_Oday,Cora_Oday732
1899327,Hamilton Emile,M,Dutch Studies,2.48,Native American/Alaska Native,False,Hamilton_Emile,Hamilton_Emile733
1899328,David Christ,M,Anthropology,2.77,Korean,False,David_Christ,David_Christ734
1899329,Martha Barbu,F,Chemistry,3.68,White,True,Martha_Barbu,Martha_Barbu735
1899330,Blake Burhans,M,Gender & Womens Studies,2.79,Pacific Islander,True,Blake_Burhans,Blake_Burhans736
